image,supplied_split,similarity_aware_split,changed_split
0401731.jpg,train,train,False
0401777.jpg,val,val,False
0401855.jpg,train,train,False
0401911.jpg,train,train,False
0401960.jpg,train,train,False
0401973.jpg,train,train,False
0401994.jpg,train,train,False
0402003.jpg,train,train,False
0402620.jpg,train,train,False
0402631.jpg,train,train,False
0402636.jpg,train,train,False
0402946.jpg,train,train,False
0403030.jpg,train,train,False
0403078.jpg,train,train,False
0403087.jpg,train,train,False
0403484.jpg,train,train,False
0403563.jpg,val,val,False
0403790.jpg,train,train,False
0403812.jpg,train,train,False
0403838.jpg,train,train,False
0403846.jpg,train,train,False
0403902.jpg,train,train,False
0404023.jpg,train,train,False
0404024.jpg,val,val,False
0404158.jpg,train,train,False
0404179.jpg,train,train,False
0404220.jpg,train,train,False
0404224.jpg,train,train,False
0404474.jpg,train,train,False
0404489.jpg,train,train,False
0404581.jpg,train,train,False
0404584.jpg,train,train,False
0404655.jpg,val,val,False
0404679.jpg,train,train,False
0404761.jpg,train,train,False
0404763.jpg,train,train,False
0404769.jpg,val,val,False
0404794.jpg,train,train,False
0404866.jpg,val,val,False
0404893.jpg,train,train,False
0406416.jpg,train,train,False
0406923.jpg,train,train,False
0407180.jpg,train,train,False
0407212.jpg,val,val,False
0407275.jpg,val,val,False
0407603.jpg,train,train,False
0407749.jpg,train,train,False
0408687.jpg,train,train,False
0408689.jpg,train,train,False
0409279.jpg,train,train,False
0409409.jpg,train,train,False
0409436.jpg,train,train,False
0409509.jpg,val,val,False
0409519.jpg,train,train,False
0410663.jpg,train,train,False
0413409.jpg,val,val,False
0413421.jpg,train,train,False
0413512.jpg,train,train,False
0413982.jpg,train,train,False
0414791.jpg,train,train,False
0414914.jpg,train,train,False
0415190.jpg,train,train,False
0415266.jpg,train,train,False
0415287.jpg,train,train,False
0415507.jpg,train,train,False
0415609.jpg,train,train,False
0415971.jpg,val,val,False
0416101.jpg,train,train,False
0416137.jpg,train,train,False
0416260.jpg,train,train,False
0416268.jpg,train,train,False
0416512.jpg,train,train,False
0416574.jpg,train,train,False
0416777.jpg,val,val,False
0416819.jpg,train,train,False
0417312.jpg,train,train,False
0417477.jpg,train,train,False
0417566.jpg,train,train,False
0417761.jpg,train,train,False
0417806.jpg,val,val,False
0418058.jpg,val,val,False
0418088.jpg,train,train,False
0418101.jpg,val,val,False
0418125.jpg,train,train,False
0418144.jpg,train,train,False
0418147.jpg,train,train,False
0418150.jpg,train,train,False
0418184.jpg,val,val,False
0418192.jpg,train,train,False
0418215.jpg,train,train,False
0418236.jpg,train,train,False
0418270.jpg,train,train,False
0418447.jpg,train,train,False
0418511.jpg,train,train,False
0418672.jpg,train,train,False
0418769.jpg,train,train,False
0418786.jpg,train,train,False
0418788.jpg,train,train,False
0418980.jpg,train,train,False
0419091.jpg,train,train,False
0419146.jpg,train,train,False
0419554.jpg,train,train,False
0420193.jpg,val,val,False
0420284.jpg,train,train,False
0420369.jpg,val,val,False
0420760.jpg,train,train,False
0422085.jpg,train,train,False
0422442.jpg,val,val,False
0422453.jpg,train,train,False
0422622.jpg,val,val,False
0422781.jpg,train,train,False
0422830.jpg,val,val,False
0422842.jpg,train,train,False
0422851.jpg,train,train,False
0422855.jpg,train,train,False
0422882.jpg,train,train,False
0423067.jpg,val,val,False
0424339.jpg,train,train,False
0427074.jpg,train,train,False
0427085.jpg,train,train,False
0427432.jpg,train,train,False
0427437.jpg,val,val,False
0427903.jpg,train,train,False
0427908.jpg,train,train,False
0428369.jpg,val,val,False
0428662.jpg,val,val,False
0428681.jpg,train,train,False
0428716.jpg,val,val,False
0428799.jpg,train,train,False
0428867.jpg,train,train,False
0429060.jpg,val,val,False
0429098.jpg,train,train,False
0429407.jpg,val,val,False
0429572.jpg,train,train,False
0430383.jpg,train,train,False
0430711.jpg,train,train,False
0431218.jpg,val,val,False
0431228.jpg,train,train,False
0431246.jpg,train,train,False
0431419.jpg,train,train,False
0431420.jpg,val,val,False
0431438.jpg,train,train,False
0431471.jpg,val,val,False
0431476.jpg,val,val,False
0431527.jpg,train,train,False
0431594.jpg,train,train,False
0431849.jpg,val,val,False
0432074.jpg,train,train,False
0432076.jpg,train,train,False
0432215.jpg,val,val,False
0432243.jpg,train,train,False
0432245.jpg,train,train,False
0432266.jpg,train,train,False
0432291.jpg,train,train,False
0437133.jpg,train,train,False
0445291.jpg,train,train,False
0449834.jpg,train,train,False
04565.jpg,train,train,False
0457536.jpg,train,train,False
0457583.jpg,train,train,False
0457600.jpg,train,train,False
04969.jpg,train,train,False
1005_data.jpg,train,train,False
1006_data.jpg,val,val,False
1007_data.jpg,train,train,False
1008_data.jpg,train,train,False
1009_data.jpg,val,val,False
1010_data.jpg,train,train,False
1011_data.jpg,train,train,False
1043_data.jpg,val,val,False
1044_data.jpg,train,train,False
1045_data.jpg,train,train,False
1049_data.jpg,val,val,False
1064_data.jpg,train,train,False
1069_data.jpg,train,train,False
1072_data.jpg,train,train,False
1083_data.jpg,train,train,False
1084_data.jpg,train,train,False
1092_data.jpg,train,train,False
11097.jpg,train,train,False
11114.jpg,train,train,False
1160_data.jpg,train,train,False
1162_data.jpg,train,train,False
1181_data.jpg,val,val,False
1182_data.jpg,train,train,False
1183_data.jpg,train,train,False
1205_data.jpg,train,train,False
1211_data.jpg,train,train,False
1212_data.jpg,train,train,False
1213_data.jpg,train,train,False
1214_data.jpg,train,train,False
1232_data.jpg,val,val,False
1281_data.jpg,train,train,False
1286_data.jpg,train,train,False
1288_data.jpg,train,train,False
13149.jpg,train,train,False
1324_data.jpg,val,val,False
1325_data.jpg,train,train,False
1326_data.jpg,val,val,False
1328_data.jpg,train,train,False
1329_data.jpg,train,train,False
1331_data.jpg,train,train,False
1332_data.jpg,train,train,False
1333_data.jpg,val,val,False
1334_data.jpg,train,train,False
1335_data.jpg,train,train,False
1337_data.jpg,train,train,False
1338_data.jpg,val,val,False
1341_data.jpg,train,train,False
1346_data.jpg,train,train,False
1347_data.jpg,train,train,False
1348_data.jpg,val,val,False
13494.jpg,train,train,False
1349_data.jpg,val,val,False
1350_data.jpg,train,train,False
1365_data.jpg,train,train,False
1368_data.jpg,val,val,False
1371_data.jpg,train,train,False
1372_data.jpg,val,val,False
1384_data.jpg,train,train,False
14066.jpg,train,train,False
1411_data.jpg,train,train,False
1425_data.jpg,train,train,False
1458_data.jpg,train,train,False
14609.jpg,train,train,False
1462_data.jpg,train,train,False
1465_data.jpg,train,train,False
1466_data.jpg,train,train,False
1494_data.jpg,val,val,False
1741_data.jpg,train,train,False
17632.jpg,train,train,False
17958.jpg,train,train,False
1996_data.jpg,val,val,False
2001_data.jpg,train,train,False
2002_data.jpg,train,train,False
2012_data.jpg,val,val,False
2047_data.jpg,val,val,False
2105_data.jpg,val,val,False
2116_data.jpg,val,val,False
2199_data.jpg,train,train,False
2200_data.jpg,train,train,False
2242_data.jpg,train,train,False
2369_data.jpg,train,train,False
2370_data.jpg,train,train,False
2372_data.jpg,train,train,False
2373_data.jpg,train,train,False
2374_data.jpg,train,train,False
2375_data.jpg,train,train,False
2376_data.jpg,val,val,False
2377_data.jpg,train,train,False
2378_data.jpg,train,train,False
2379_data.jpg,train,train,False
2380_data.jpg,train,train,False
2761_data.jpg,train,train,False
2801_data.jpg,val,val,False
2880_data.jpg,train,train,False
2959_data.jpg,train,train,False
30064.jpg,train,train,False
30782.jpg,train,train,False
372_data.jpg,train,train,False
38516.jpg,val,val,False
40904.jpg,train,train,False
40950.jpg,val,val,False
467_data.jpg,train,train,False
54642.jpg,train,train,False
546_data.jpg,train,train,False
909_data.jpg,train,train,False
912_data.jpg,val,val,False
913_data.jpg,train,train,False
930_data.jpg,train,train,False
935_data.jpg,train,train,False
939_data.jpg,train,train,False
942_data.jpg,val,val,False
949_data.jpg,train,train,False
953_data.jpg,train,train,False
956_data.jpg,train,train,False
978_data.jpg,train,train,False
979_data.jpg,train,train,False
982_data.jpg,val,val,False
983_data.jpg,train,train,False
984_data.jpg,train,train,False
985_data.jpg,train,train,False
988_data.jpg,train,train,False
989_data.jpg,train,train,False
993_data.jpg,train,train,False
996_data.jpg,train,train,False
999_data.jpg,train,train,False
AAA (1).jpg,train,train,False
AAA (2).jpg,train,train,False
AAA (3).jpg,train,train,False
E_000074.jpg,train,train,False
E_000075.jpg,val,val,False
E_000099.jpg,train,train,False
E_000102.jpg,val,val,False
E_000355.jpg,val,val,False
E_000371.jpg,val,val,False
E_000372.jpg,val,val,False
E_000374.jpg,val,val,False
E_000720.jpg,train,train,False
E_000909.jpg,train,train,False
E_000910.jpg,train,train,False
E_000928.jpg,val,val,False
E_000929.jpg,train,train,False
E_000935.jpg,train,val,True
E_001043.jpg,train,train,False
E_001369.jpg,train,train,False
E_001453.jpg,train,train,False
E_001454.jpg,train,train,False
E_001455.jpg,train,train,False
E_001456.jpg,train,train,False
E_001457.jpg,val,val,False
E_001459.jpg,train,train,False
E_001460.jpg,train,train,False
E_001463.jpg,train,train,False
E_001464.jpg,val,val,False
E_001465.jpg,val,val,False
E_001466.jpg,train,train,False
E_001468.jpg,train,train,False
E_001471.jpg,val,val,False
E_001472.jpg,train,train,False
E_001476.jpg,val,val,False
E_001477.jpg,train,train,False
E_001479.jpg,train,train,False
E_001482.jpg,val,val,False
E_001483.jpg,train,train,False
E_001484.jpg,train,train,False
E_001485.jpg,val,val,False
E_001487.jpg,train,train,False
E_001513.jpg,train,train,False
E_001698.jpg,train,train,False
E_001825.jpg,train,train,False
E_001868.jpg,train,train,False
E_001912.jpg,train,train,False
E_001929.jpg,val,val,False
E_001931.jpg,train,train,False
E_001944.jpg,train,train,False
E_002011.jpg,train,train,False
E_002024.jpg,train,train,False
E_002070.jpg,val,val,False
E_002071.jpg,val,val,False
E_002695.jpg,val,val,False
E_003198.jpg,train,train,False
E_003211.jpg,train,train,False
E_003262.jpg,train,train,False
E_003304.jpg,val,val,False
E_003305.jpg,train,train,False
E_003307.jpg,val,val,False
E_003309.jpg,train,train,False
E_003310.jpg,train,train,False
E_003311.jpg,train,train,False
E_003314.jpg,train,train,False
E_003318.jpg,train,train,False
E_003319.jpg,train,train,False
E_003324.jpg,train,train,False
E_003326.jpg,train,train,False
E_003327.jpg,train,train,False
E_003328.jpg,val,val,False
E_003329.jpg,train,train,False
E_003330.jpg,train,train,False
E_003334.jpg,train,train,False
E_003335.jpg,train,train,False
E_003336.jpg,train,train,False
E_003337.jpg,train,train,False
E_003338.jpg,train,train,False
E_003341.jpg,train,train,False
E_003343.jpg,train,train,False
E_003347.jpg,train,train,False
E_003348.jpg,train,train,False
E_003349.jpg,train,train,False
E_003350.jpg,train,train,False
E_003352.jpg,train,train,False
E_003353.jpg,train,train,False
E_003354.jpg,train,train,False
E_003356.jpg,train,train,False
E_003357.jpg,train,train,False
E_003358.jpg,train,train,False
E_003359.jpg,train,train,False
E_003360.jpg,val,val,False
E_003361.jpg,val,val,False
E_003362.jpg,train,train,False
E_003363.jpg,train,train,False
E_003364.jpg,train,train,False
E_003365.jpg,train,train,False
E_003367.jpg,train,train,False
E_003368.jpg,val,val,False
E_003369.jpg,train,train,False
E_003370.jpg,train,train,False
E_003371.jpg,train,train,False
E_003372.jpg,train,train,False
E_003373.jpg,train,train,False
E_003374.jpg,train,train,False
E_003376.jpg,val,val,False
E_003377.jpg,val,val,False
E_003378.jpg,train,train,False
E_003379.jpg,val,val,False
E_003380.jpg,train,train,False
E_003385.jpg,train,train,False
E_003392.jpg,train,train,False
E_003393.jpg,val,val,False
E_003394.jpg,train,train,False
E_003395.jpg,train,train,False
E_003396.jpg,val,val,False
E_003397.jpg,train,train,False
E_003401.jpg,train,train,False
E_003409.jpg,train,train,False
E_003410.jpg,val,val,False
E_003411.jpg,val,val,False
E_003412.jpg,train,train,False
E_003413.jpg,train,train,False
E_003414.jpg,train,train,False
E_003415.jpg,train,train,False
E_003416.jpg,train,train,False
E_003417.jpg,train,train,False
E_003418.jpg,train,train,False
E_003428.jpg,train,train,False
E_003429.jpg,val,val,False
E_003430.jpg,train,train,False
E_003431.jpg,train,train,False
E_003432.jpg,train,train,False
E_003433.jpg,train,train,False
E_003434.jpg,train,train,False
E_003435.jpg,train,train,False
E_003436.jpg,val,val,False
E_003438.jpg,train,train,False
E_003439.jpg,train,train,False
E_003442.jpg,train,train,False
E_003443.jpg,train,train,False
E_003444.jpg,val,val,False
E_003445.jpg,train,train,False
E_003447.jpg,train,train,False
E_003449.jpg,train,train,False
E_003451.jpg,train,train,False
E_003452.jpg,train,train,False
E_003453.jpg,train,train,False
E_003454.jpg,train,train,False
E_003455.jpg,train,train,False
E_003457.jpg,train,train,False
E_003458.jpg,train,train,False
E_003459.jpg,train,train,False
E_003460.jpg,train,train,False
E_003461.jpg,train,train,False
E_003462.jpg,val,val,False
E_003463.jpg,train,train,False
E_003464.jpg,train,train,False
E_003465.jpg,train,train,False
E_003466.jpg,val,val,False
E_003467.jpg,val,val,False
E_003468.jpg,train,train,False
E_003469.jpg,train,train,False
E_003470.jpg,train,train,False
E_003471.jpg,train,train,False
E_003472.jpg,train,train,False
E_003473.jpg,train,train,False
E_003475.jpg,train,train,False
E_003476.jpg,train,train,False
E_003477.jpg,train,train,False
E_003478.jpg,train,train,False
E_003479.jpg,train,train,False
E_003481.jpg,train,train,False
E_003482.jpg,train,train,False
E_003483.jpg,train,train,False
E_003484.jpg,train,train,False
E_003485.jpg,train,train,False
E_003486.jpg,train,train,False
E_003487.jpg,train,train,False
E_003489.jpg,train,train,False
E_003490.jpg,train,train,False
E_003491.jpg,train,train,False
E_003492.jpg,val,val,False
E_003493.jpg,train,train,False
E_003495.jpg,train,train,False
E_003496.jpg,train,train,False
E_003497.jpg,train,train,False
E_003498.jpg,train,train,False
E_003499.jpg,train,train,False
E_003500.jpg,train,train,False
E_003501.jpg,train,train,False
E_003503.jpg,train,train,False
E_003504.jpg,val,val,False
E_003505.jpg,val,val,False
E_003506.jpg,train,train,False
E_003507.jpg,train,train,False
E_003509.jpg,val,val,False
E_003511.jpg,val,val,False
E_003512.jpg,train,train,False
E_003513.jpg,train,train,False
E_003514.jpg,train,train,False
E_003515.jpg,train,train,False
E_003516.jpg,train,train,False
E_003517.jpg,train,train,False
E_003518.jpg,train,train,False
E_003519.jpg,train,train,False
E_003520.jpg,val,val,False
E_003522.jpg,train,train,False
E_003523.jpg,train,train,False
E_003524.jpg,train,train,False
E_003525.jpg,train,train,False
E_003526.jpg,val,val,False
E_003527.jpg,train,train,False
E_003528.jpg,val,val,False
E_003529.jpg,train,train,False
E_003530.jpg,train,train,False
E_003531.jpg,train,train,False
E_003533.jpg,train,train,False
E_003537.jpg,val,val,False
E_003538.jpg,val,val,False
E_003539.jpg,val,val,False
E_003540.jpg,train,train,False
E_003541.jpg,train,train,False
E_003542.jpg,train,train,False
E_003543.jpg,train,train,False
E_003545.jpg,train,train,False
E_003546.jpg,train,train,False
E_003547.jpg,train,train,False
E_003548.jpg,train,train,False
E_003550.jpg,val,val,False
E_003551.jpg,train,train,False
E_003552.jpg,train,train,False
E_003556.jpg,train,train,False
E_003558.jpg,train,train,False
E_003559.jpg,train,train,False
E_003562.jpg,train,train,False
E_003564.jpg,val,val,False
E_003565.jpg,train,train,False
E_003566.jpg,train,train,False
E_003567.jpg,train,train,False
E_003568.jpg,train,train,False
E_003569.jpg,val,val,False
